10,49551
11,147749
12,41934
13,112422
14,39237
15,85283
16,35418
17,151265
18,39066
19,147247
20,64406
21,96862
22,71466
23,167404
24,54332
25,178994
26,53598
27,85255
28,49730
29,193437
30,48030
31,223101
32,43994
33,101573
34,41142
35,178978
36,38778
37,233110
38,36560
39,89534
40,55024
41,281573
42,54502
43,258455
44,55389
45,96948
46,47971
47,266634
48,46941
49,256541
50,44195
51,85403
52,40963
53,289888
54,38596
55,206155
56,34839
57,71594
58,32069
59,269444
60,53520
61,322187
62,69425
63,103789
64,52376
65,199172
66,45381
67,342443
68,45114
69,93544
70,40459
71,368292
72,38723
73,343739
74,34542
75,78504
76,33208
77,294631
78,31050
79,319720
80,46878
81,85863
82,47329
83,443206
84,46894
85,179669
86,45875
87,75418
88,42731
89,414765
90,37209
91,291789
92,34256
93,89090
94,31890
95,174383
96,29464
97,434131
98,29957
99,74284
100,82142
101,884195
102,82134
103,888774
104,80510
105,155517
106,75613
107,863179
108,73356
109,849727
110,70474
111,142022
112,68581
113,854426
114,65451
115,284444
116,61662
117,142786
118,60280
119,418542
120,79199
121,962052
122,79177
123,168013
124,89672
125,334402
126,74405
127,1010211
128,70773
129,148614
130,70273
131,994093
132,65454
133,471906
134,63426
135,163510
136,58064
137,956550
138,57666
139,939911
140,78484
141,143531
142,77351
143,899346
144,74906
145,296673
146,72551
147,131391
148,67960
149,1069048
150,65518
151,1105854
152,62815
153,147654
154,73154
155,412474
156,58921
157,1060018
158,52042
159,128163
160,80026
161,495540
162,76439
163,1098786
164,71480
165,141145
166,68177
167,1111137
168,85547
169,1122905
170,61101
171,128488
172,57327
173,1173559
174,56290
175,272597
176,66148
177,110367
178,48166
179,1141627
180,69657
181,1206971
182,73876
183,150058
184,68730
185,303561
186,64754
187,864875
188,63226
189,132523
190,57528
191,1154520
192,55967
193,1132017
194,52326
195,132568
196,50693
197,1234038
198,45308
199,1226739
200,101144
201,161682
202,122433
203,477429
204,100508
205,324819
206,112394
207,152452
208,92383
209,881078
210,89898
211,1346460
212,87735
213,168198
214,95854
215,316544
216,81763
217,463252
218,75859
219,160867
220,106077
221,1139475
222,108878
223,1322156
224,100408
225,185211
226,98596
227,1419523
228,96243
229,1417408
230,91365
231,147524
232,87822
233,1378215
234,100486
235,268859
236,80095
237,131613
238,80299
239,1339822
240,116004
241,1456302
242,101021
243,177480
244,99781
245,325554
246,94015
247,1139439
248,90884
249,157922
250,86087
251,1449808
252,85102
253,873234
254,82304
255,139812
256,78010
257,1545419
258,73802
259,429984
260,97808
261,155396
262,110597
263,1536879
264,93585
265,304426
266,91395
267,138410
268,86971
269,1489859
270,82903
271,1624988
272,80167
273,150724
274,76458
275,313452
276,73302
277,1517788
278,73876
279,147631
280,91996
281,1546478
282,93499
283,1562386
284,90101
285,149941
286,86341
287,451869
288,84738
289,1545962
290,80841
291,166204
292,78572
293,1595441
294,73063
295,264431
296,69641
297,114515
298,65037
299,1002617
300,88800
301,494821
302,108069
303,190094
304,87009
305,326070
306,83645
307,1708288
308,80394
309,172895
310,77241
311,1675809
312,74071
313,1653369
314,68601
315,160153
316,66170
317,1630383
318,62973
319,803304
320,87803
321,167223
322,86418
323,1636854
324,83507
325,328762
326,79916
327,153900
328,82508
329,443701
330,74681
331,1803234
332,69488
333,177981
334,66001
335,295855
336,61668
337,1758050
338,61424
339,158204
340,100578
341,823914
342,82373
343,435844
344,79609
345,166818
346,75004
347,1754465
348,73190
349,1738215
350,71988
351,151387
352,66034
353,1735783
354,63287
355,266377
356,63030
357,133550
358,55784
359,1715831
360,77400
361,1924359
362,81100
363,179310
364,89882
365,315430
366,74219
367,2523592
368,69616
369,161870
370,67908
371,446386
372,62135
373,1907126
374,58509
375,146671
376,75229
377,1035218
378,51716
379,1835199
380,76398
381,153805
382,75518
383,1889742
384,71950
385,261715
386,68119
387,140673
388,64483
389,1833385
390,65769
391,1525704
392,58659
393,155348
394,55018
395,247000
396,51854
397,1839546
398,48184
399,137935
400,118404
401,2107755
402,104312
403,1146934
404,97478
405,178902
406,91924
407,867373
408,90511
409,2063520
410,92613
411,179113
412,83424
413,436371
414,81587
415,330475
416,76050
417,145207
418,72668
419,2023563
420,99548
421,2100186
422,102862
423,195763
424,116912
425,335628
426,96538
427,501218
428,90573
429,177570
430,117076
431,2049257
432,83509
433,2110706
434,82162
435,156269
436,93581
437,1770020
438,75228
439,1966909
440,115160
441,166836
442,96660
443,2158988
444,96469
445,313461
446,89688
447,170127
448,86907
449,2108185
450,85189
451,864467
452,82673
453,167489
454,79530
455,350554
456,73996
457,2148762
458,70212
459,151066
460,91303
461,2146076
462,105303
463,2118898
464,92231
465,165295
466,86077
467,2222110
468,85125
469,434520
470,79611
471,149789
472,77452
473,762594
474,73265
475,272877
476,71957
477,133022
478,66501
479,1992796
480,87213
481,1110241
482,90839
483,174019
484,86301
485,326079
486,84332
487,2266070
488,79976
489,157093
490,75719
491,2245461
492,75859
493,1537086
494,70126
495,141038
496,66274
497,439665
498,61777
499,2186764
500,86035
501,149298
502,87861
503,2291575
504,101314
505,329027
506,80679
507,136068
508,76779
509,2211841
510,87810
511,461597
512,69530
513,154826
514,65208
515,337758
516,63125
517,804026
518,58416
519,134272
520,83314
521,2279847
522,84184
523,2230275
524,95488
525,150100
526,76210
527,1542104
528,72100
529,2271897
530,68348
531,129549
532,65833
533,1004813
534,62734
535,292517
536,58223
537,128360
538,55781
539,382443
540,79466
541,2325532
542,98746
543,158631
544,74661
545,307419
546,71162
547,2284836
548,83887
549,140901
550,68532
551,1768006
552,61278
553,421943
554,63169
555,121332
556,54488
557,2285111
558,51986
559,989321
560,73695
561,135269
562,74694
563,2338289
564,72034
565,329424
566,70715
567,116637
568,66238
569,2308430
570,63762
571,2358806
572,58121
573,131688
574,54044
575,308986
576,51059
577,2428055
578,46716
579,113808
580,69552
581,436662
582,1549433
583,789224
584,67901
585,126892
586,67401
587,2406238
588,66941
589,1712400
590,65230
591,125245
592,54126
593,2320452
594,51983
595,248086
596,47262
597,94120
598,43818
599,2245248
600,96084
601,2583194
602,100900
603,207945
604,95188
605,380984
606,89857
607,2962404
608,87267
609,198297
610,85505
611,1092021
612,80675
613,2519101
614,80200
615,178798
616,72835
617,2434812
618,69853
619,2437605
620,98468
621,174078
622,96678
623,504506
624,95607
625,328754
626,90725
627,163657
628,86622
629,1473530
630,83273
631,2552680
632,82271
633,178426
634,83764
635,320237
636,73565
637,488670
638,71693
639,162905
640,91676
641,2613330
642,93641
643,2622131
644,105688
645,178228
646,86604
647,2562106
648,99543
649,798620
650,81941
651,203639
652,75952
653,2571376
654,73324
655,343340
656,69659
657,141992
658,67776
659,2507975
660,87633
661,2638776
662,92665
663,201172
664,86215
665,341951
666,83435
667,3573589
668,79909
669,172629
670,78262
671,839028
672,73545
673,2491537
674,84914
675,151895
676,66079
677,2611196
678,66646
679,442627
680,84804
681,159970
682,89230
683,2713597
684,85902
685,310272
686,82433
687,152743
688,75397
689,1009462
690,72984
691,2598288
692,85409
693,165470
694,65842
695,298991
696,63614
697,1461531
698,59473
699,317357
700,81432
701,2746659
702,83114
703,1759793
704,81184
705,158727
706,75232
707,513894
708,72811
709,2603223
710,70578
711,143069
712,86139
713,2231377
714,68378
715,273982
716,58138
717,130615
718,54778
719,2557950
720,78486
721,534959
722,78225
723,169443
724,78007
725,319777
726,71883
727,3701703
728,73180
729,153948
730,65024
731,1588965
732,64054
733,2782462
734,76457
735,137090
736,54543
737,869579
738,52284
739,2828599
740,78925
741,143450
742,74985
743,2746433
744,72277
745,266786
746,69289
747,134104
748,67756
749,438738
750,68337
751,2840630
752,64586
753,147973
754,54624
755,281374
756,60028
757,2790551
758,52683
759,125058
760,69649
761,2784149
762,77926
763,483026
764,68419
765,140044
766,64786
767,959562
768,62293
769,2697771
770,57612
771,122679
772,53733
773,2722238
774,51379
775,261034
776,47901
777,105703
778,45477
779,1649541
780,76704
781,800176
782,67922
783,155853
784,64487
785,279716
786,60039
787,2882555
788,58386
789,148616
790,54646
791,449755
792,59454
793,972934
794,47573
795,120643
796,44210
797,2789503
798,40075
799,1339033
800,91134
801,165697
802,93999
803,893726
804,91096
805,332926
806,91548
807,155478
808,87163
809,2942957
810,79023
811,3022109
812,76098
813,153665
814,71671
815,330564
816,69319
817,1744435
818,65082
819,136737
820,99165
821,2938260
822,111482
823,2886412
824,107054
825,157172
826,86051
827,2866735
828,85367
829,2835304
830,81929
831,141511
832,77913
833,423649
834,74347
835,286371
836,71610
837,121094
838,66878
839,2763687
840,89525
841,3017121
842,90473
843,163970
844,88890
845,334365
846,82710
847,502830
848,81067
849,148700
850,92914
851,2214168
852,74344
853,3069572
854,71818
855,128189
856,66289
857,3042141
858,62095
859,3013657
860,84360
861,159029
862,86247
863,3003851
864,81576
865,295832
866,82358
867,126346
868,92775
869,763129
870,73061
871,971704
872,71051
873,138492
874,80300
875,290654
876,64595
877,2929316
878,63670
879,127537
880,81988
881,3041370
882,82855
883,3010163
884,79785
885,150043
886,74725
887,3014616
888,72736
889,437127
890,70269
891,118150
892,65454
893,1593099
894,61993
895,254377
896,58561
897,118207
898,57388
899,2762082
900,78529
901,1559969
902,78602
903,173118
904,76321
905,345390
906,71600
907,3290784
908,69629
909,155230
910,78235
911,3238883
912,61762
913,889313
914,62005
915,141599
916,56251
917,466346
918,52061
919,3183930
920,73895
921,150645
922,74881
923,1089511
924,72855
925,313642
926,84666
927,139300
928,63729
929,3120519
930,63516
931,471251
932,60835
933,168763
934,55022
935,300710
936,51618
937,3089294
938,51541
939,135246
940,71427
941,3069233
942,73341
943,2127015
944,67223
945,151837
946,65388
947,3033583
948,63723
949,965736
950,58668
951,136101
952,54439
953,3002054
954,51763
955,279952
956,51868
957,117920
958,44887
959,391754
960,65414
961,3221133
962,68062
963,165949
964,66040
965,314115
966,63664
967,3288151
968,58656
969,145622
970,53845
971,3235734
972,51056
973,453286
974,47929
975,127968
976,45954
977,3150499
978,41565
979,738834
980,63146
981,135407
982,62617
983,3158550
984,64225
985,269983
986,56427
987,122006
988,54017
989,2041129
990,50859
991,3145537
992,47400
993,138766
994,45248
995,258809
996,40519
997,3103605
998,36667
999,118123
1000,122230
1001,735637
1002,125651
1003,2331825
1004,137005
1005,231868
1006,114975
1007,2693216
1008,113356
1009,4936511
1010,109579
1011,213635
1012,104691
1013,4865568
1014,106981
1015,458612
1016,107423
1017,199128
1018,96425
1019,4805389
1020,127698
1021,4872699
1022,130810
1023,242870
1024,120592
1025,488554
1026,116102
1027,1627358
1028,113953
1029,224461
1030,112452
1031,4984749
1032,123093
1033,4955128
1034,106190
1035,211304
1036,115268
1037,2153051
1038,96461
1039,4845544
1040,122584
1041,218185
1042,119907
1043,670670
1044,116228
1045,434732
1046,131480
1047,204773
1048,110612
1049,4935684
1050,105911
1051,5024367
1052,105258
1053,218704
1054,98951
1055,475598
1056,98630
1057,711549
1058,96720
1059,205599
1060,115838
1061,4945651
1062,121709
1063,4917593
