10,508
11,1308
12,417
13,1135
14,397
15,888
16,360
17,1541
18,393
19,1571
20,679
21,1023
22,591
23,1695
24,554
25,1979
26,544
27,863
28,504
29,2061
30,483
31,2209
32,445
33,1037
34,419
35,2051
36,391
37,2473
38,368
39,970
40,561
41,2706
42,727
43,2643
44,562
45,1095
46,488
47,2785
48,678
49,2830
50,529
51,870
52,634
53,3085
54,393
55,2272
56,355
57,728
58,324
59,2864
60,556
61,3355
62,527
63,1289
64,589
65,2042
66,533
67,3622
68,464
69,966
70,416
71,3779
72,491
73,3624
74,353
75,801
76,338
77,3035
78,313
79,3446
80,478
81,878
82,487
83,4512
84,480
85,1933
86,507
87,795
88,435
89,4290
90,379
91,3114
92,352
93,1006
94,328
95,1786
96,297
97,4469
98,314
99,762
100,854
101,9258
102,918
103,9146
104,914
105,1598
106,777
107,9121
108,749
109,8885
110,723
111,1633
112,758
113,8909
114,668
115,3014
116,634
117,1311
118,715
119,4517
120,812
121,10084
122,815
123,1762
124,777
125,3705
126,757
127,10867
128,731
129,1523
130,718
131,10239
132,669
133,4836
134,653
135,1372
136,586
137,9874
138,596
139,9742
140,806
141,1470
142,789
143,9356
144,764
145,2989
146,742
147,1352
148,695
149,11093
150,686
151,11427
152,643
153,1481
154,812
155,3045
156,603
157,11307
158,532
159,1311
160,734
161,5238
162,784
163,11373
164,731
165,1446
166,696
167,11290
168,700
169,11574
170,744
171,1327
172,588
173,12098
174,577
175,2994
176,525
177,1133
178,489
179,11650
180,703
181,12495
182,774
183,1767
184,707
185,2934
186,659
187,8818
188,647
189,1364
190,585
191,11810
192,722
193,11839
194,519
195,1191
196,526
197,12801
198,464
199,12656
200,1035
201,2253
202,1098
203,5076
204,1127
205,3338
206,1008
207,1551
208,948
209,8977
210,925
211,13761
212,1015
213,1666
214,840
215,3244
216,1004
217,4886
218,779
219,1506
220,1067
221,11919
222,1108
223,13732
224,1028
225,1740
226,1153
227,14738
228,976
229,14573
230,931
231,1635
232,899
233,14259
234,866
235,2762
236,819
237,1343
238,824
239,13667
240,1047
241,15306
242,1028
243,1796
244,1272
245,3180
246,957
247,11637
248,933
249,1598
250,1045
251,14993
252,864
253,9018
254,844
255,1445
256,798
257,15771
258,757
259,4578
260,1114
261,1516
262,984
263,15958
264,962
265,2934
266,939
267,1413
268,891
269,15834
270,844
271,16116
272,817
273,1531
274,788
275,2891
276,763
277,15503
278,754
279,1366
280,939
281,16298
282,952
283,23834
284,1020
285,1868
286,902
287,4435
288,855
289,16520
290,815
291,1342
292,858
293,16838
294,752
295,2546
296,713
297,1244
298,806
299,10349
300,1008
301,5222
302,966
303,2190
304,981
305,3328
306,866
307,17638
308,812
309,1781
310,787
311,18263
312,748
313,17222
314,702
315,1659
316,675
317,17047
318,647
319,8416
320,921
321,1697
322,978
323,16852
324,868
325,3151
326,820
327,1710
328,883
329,4579
330,740
331,18840
332,718
333,1866
334,674
335,3257
336,720
337,24605
338,610
339,1616
340,877
341,8623
342,837
343,4291
344,991
345,1732
346,768
347,18339
348,746
349,18186
350,873
351,1585
352,745
353,18102
354,662
355,2742
356,643
357,1358
358,560
359,17798
360,824
361,19729
362,828
363,2065
364,763
365,3420
366,729
367,20316
368,712
369,1687
370,704
371,4872
372,637
373,19988
374,593
375,1495
376,574
377,10734
378,540
379,19376
380,778
381,1718
382,760
383,19733
384,736
385,2768
386,784
387,1505
388,671
389,19165
390,681
391,15837
392,599
393,1660
394,579
395,2737
396,612
397,18897
398,571
399,1405
400,1021
401,21905
402,1055
403,11955
404,1096
405,1973
406,941
407,9052
408,916
409,21617
410,884
411,1787
412,835
413,4646
414,815
415,3393
416,813
417,1470
418,881
419,20645
420,1021
421,22168
422,1036
423,1980
424,983
425,3690
426,994
427,5050
428,1104
429,1830
430,902
431,21799
432,857
433,21076
434,847
435,1762
436,804
437,18211
438,1012
439,20328
440,977
441,1827
442,1097
443,22357
444,995
445,3523
446,925
447,1569
448,979
449,22045
450,945
451,9208
452,836
453,1893
454,784
455,3429
456,751
457,22816
458,722
459,1699
460,942
461,22429
462,958
463,22160
464,929
465,1926
466,886
467,21892
468,860
469,4461
470,1028
471,1504
472,787
473,8029
474,874
475,2817
476,745
477,1408
478,682
479,20662
480,1044
481,11090
482,968
483,1818
484,881
485,3396
486,959
487,24004
488,807
489,1692
490,776
491,23737
492,744
493,15696
494,723
495,1684
496,678
497,4344
498,670
499,22769
500,1037
501,1571
502,882
503,23760
504,858
505,3511
506,837
507,1445
508,770
509,23077
510,780
511,4850
512,800
513,1580
514,660
515,3263
516,787
517,8129
518,633
519,1503
520,857
521,23635
522,879
523,23519
524,822
525,1532
526,763
527,16175
528,921
529,23165
530,713
531,1311
532,669
533,10361
534,726
535,3306
536,685
537,1158
538,599
539,4103
540,825
541,24457
542,883
543,1633
544,763
545,3323
546,832
547,23637
548,716
549,1443
550,656
551,18388
552,637
553,4443
554,629
555,1246
556,657
557,23361
558,569
559,10319
560,1145
561,1353
562,763
563,24392
564,734
565,3378
566,700
567,1202
568,770
569,24071
570,674
571,26892
572,601
573,1495
574,558
575,3275
576,560
577,24875
578,480
579,1179
580,850
581,4503
582,727
583,8221
584,697
585,1296
586,655
587,24563
588,643
589,17536
590,592
591,1131
592,547
593,23811
594,564
595,2528
596,656
597,989
598,502
599,23215
600,966
601,26915
602,983
603,2044
604,971
605,4096
606,906
607,26688
608,1029
609,1857
610,924
611,14357
612,889
613,26754
614,777
615,1681
616,865
617,25534
618,714
619,26266
620,982
621,1780
622,1020
623,5185
624,1056
625,3378
626,1994
627,1654
628,1026
629,15323
630,852
631,26945
632,861
633,1982
634,822
635,3540
636,754
637,4800
638,719
639,1970
640,960
641,26554
642,975
643,27168
644,928
645,1804
646,1040
647,26629
648,917
649,8540
650,840
